risk_threshold,confidence_threshold,risk_accuracy,precision,recall,false_negative_rate,false_positive_rate,f1,expected_fast_selection_rate,expected_accurate_selection_rate,expected_oracle_gap
0.9,0.8,0.5375,0.2590909090909091,0.7215189873417721,0.27848101265822783,0.5077881619937694,0.3812709030100334,0.4425,0.5575,0.0525
0.9,0.9,0.5375,0.2590909090909091,0.7215189873417721,0.27848101265822783,0.5077881619937694,0.3812709030100334,0.28,0.72,0.015
0.9,0.95,0.5375,0.2590909090909091,0.7215189873417721,0.27848101265822783,0.5077881619937694,0.3812709030100334,0.155,0.845,0.0
0.95,0.0,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.54,0.46,0.0675
0.95,0.1,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.54,0.46,0.0675
0.95,0.2,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.54,0.46,0.0675
0.95,0.3,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.54,0.46,0.0675
0.95,0.4,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.54,0.46,0.0675
0.95,0.5,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.54,0.46,0.0675
0.95,0.6,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.54,0.46,0.0675
0.95,0.7,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.5375,0.4625,0.0675
0.95,0.8,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.5325,0.4675,0.065
0.95,0.9,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.29,0.71,0.015
0.95,0.95,0.6025,0.2826086956521739,0.6582278481012658,0.34177215189873417,0.411214953271028,0.39543726235741444,0.155,0.845,0.0
